,ID,POS,NEG,Lemme,Definicija
12920,ENG30-07244613-n,0.0,0.375,evangelizam,revnosno zagovaranje i propovedanje jevanđelja
12921,ENG30-06227263-n,0.0,0.25,"katolicizam,katoličanstvo",verovanja i praksa Katoličke crkve
12922,ENG30-00583933-n,0.0,0.25,produhovljavanje,čin kojim nešto postaje duhovno; obogaćyje se duhovnim sadržajem
12923,ENG30-00573666-a,0.0,0.5,zavetni,posvećen ispunjenju zaveta
12924,ENG30-00884540-v,0.0,0.375,"zakleti se,zaklinjati se",obećati svečano i formalno
12925,ENG30-01030832-v,0.0,0.375,zavetovati se,ući u formalni dogovor ili dati svečano obećanje
12926,ENG30-09962414-n,0.0,0.0,obraćenik,osoba koja je prešla iz jedne vere u drugu
12927,ENG30-10485168-n,0.125,0.625,prozelit,"novi obraćenik, posebno u jevrejsku veru"
12928,ENG30-06412771-n,0.0,0.25,katehizam,"osnovna knjiga koja daje osnovne principe hrišćanske religije, napisana u obliku pitanja i odgovora"
12929,ENG30-00787515-v,0.0,0.5,"katekizirati,podučavati katehizam",davanje religioznih instrukcija
12930,ENG30-10464178-n,0.0,0.125,propovednik,neko čije je zaduženje da propoveda jevanđelje
12931,ENG30-00828003-v,0.0,0.25,propovedati,držati propoved
12932,ENG30-10546850-n,0.125,0.0,sveti čovek,osoba čija je svetost izuzetna
12933,ENG30-00886978-v,0.0,0.125,zavetovati,posvetiti božanstvu putem zaveta
12934,ENG30-00871942-v,0.0,0.0,"najaviti,najavljivati",ukazati znacima
12935,ENG30-00916909-v,0.0,0.25,"predviđati,naslućivati,naslutiti",doći do nekog mišljenja uprkos mogućim nedoumicama
12936,ENG30-00917772-v,0.0,0.25,"prognozirati,proreći,proricati",reći nešto unapred; praviti pretpostavke o nećemu
12937,ENG30-01030033-n,0.0,0.5,agripnija,čekanje određenog praznika (npr. Uskrsa)
12938,ENG30-01274341-v,0.0,0.5,"obrezati,obrezivati",iseći kožicu muškim bebama ili dečacima
12939,ENG30-02382087-v,0.0,0.125,služiti,vršiti u službenom svojstvu neku religioznu ceremoniju
12940,ENG30-08083320-n,0.0,0.375,katolička crkva,jedna od više crkava koje tvrde da su održale istorijski kontinuitet sa prvobitnom Hristovom crkvom
12941,ENG30-08083599-n,0.0,0.375,Rimokatolička crkva,"katolička crkva čije je sedište u Vatikanu, koju vode papa i hijerarhija episkopa"
12942,ENG30-07575984-n,0.0,0.5,večera,"lak večernji obrok, služi se u ranim večernjim satima i kasno, pred spavanje"
12943,ENG30-06223669-n,0.0,0.25,teizam,doktrina ili verovanje u postojanje Boga ili bogova
12944,ENG30-06224136-n,0.0,0.125,monoteizam,verovanje u jednog Boga
12945,ENG30-06232880-n,0.0,0.0,judaizam,monoteistička religija Jevreja u kojoj su etički i duhovni principi otelotvoreni pre svega u Talmudu i Tori.
12946,ENG30-01041349-n,0.0,0.25,"pričest,pričešće,religiozni prinos",čin prinošenja hleba i vina prilikom pričesti
12947,ENG30-01038761-n,0.0,0.375,"konfirmacija,prva pričest",Sveta tajna kojom se krštenoj osobi daje potpuno uključenje u crkvu
12948,ENG30-01039140-n,0.0,0.5,"ispaštanje,epitimija","katolička sveta tajna; pokajanje, priznanje, zadovoljenje i oproštenje"
12949,ENG30-00822912-v,0.125,0.0,proglasiti blaženim,objaviti da je neka umrla osoba blagosiljana što je prvi korak ka njenom proglašenju za sveca
12950,ENG30-01040390-n,0.125,0.0,kanonizacija,u Rimokatoličkoj i Istočnoj pravoslavnoj crkvi čin pripuštanja preminule osobe u kanon svetaca.
12951,ENG30-00623162-n,0.0,0.125,ručni rad,rad koji se obavlja rukama
12952,ENG30-00712833-n,0.0,0.25,"mazanje,premazivanje",čin kojim se nanosi ulje ili uljna tečnost
12953,ENG30-00712225-n,0.0,0.125,nanošenje,rad kojim se nešto nanosi
12954,ENG30-00759944-v,0.0,0.5,moliti se,obraćati se bogu; izgovarati molitve
12955,ENG30-00759269-v,0.0,0.5,preklinjati,učtivo se obraćati s molbom nekome
12956,ENG30-00759501-v,0.0,0.25,umoljavati,iskreno moliti ili tražiti nešto
12957,ENG30-01042764-n,0.0,0.0,molitve,Religijsko pridržavanje običaja ili molitava
12958,ENG30-01044084-n,0.25,0.25,idolatrija,"obožavanje idola, slika koje nisu od Boga"
12959,ENG30-01044448-n,0.0,0.5,"idolatrija,kultizam",religiozni zanos; želja da se služi Bogu
12960,ENG30-01030397-v,0.0,0.25,"ekskomunicirati,izopštiti,izopštavati",isključivanje iz crkve ili iz religijske zajednice
12961,ENG30-01130733-a,0.5,0.0,iskupljući,koji donosi spasenje ili iskupljenje od greha
12962,ENG30-04210390-n,0.0,0.125,ćivot,mesto bogosluženja koje se povezuje s nekom svetom stvari li nekim svetim čovekom
12963,ENG30-05978472-n,0.0,0.0,egzorcizam,osloboditi nekoga zlih duhova
12964,ENG30-10370381-n,0.125,0.375,okultista,čovek koji veruje u okutizam i koji verziran u okultne postupke
12965,ENG30-10072054-n,0.0,0.375,egzorcista,neko ko praktikuje egzorcizam
12966,ENG30-01784017-a,0.25,0.5,"nereligiozan,neverujući",koji je indiferentan prema religiji ili je prema njoj neprijateljski nastrojen
12967,ENG30-01782519-a,0.0,0.125,bezbožan,Koji ne pokazuje dovoljno pijeteta prema Bogu.
12968,ENG30-01782981-a,0.125,0.0,"religiozan,verujući",koji poseduje ili iskazuje verovanje u božanstva i njihovo obožavanje
12969,ENG30-01228102-n,0.125,0.0,strahopoštovanje,stav visokog uvažavanja
12970,ENG30-01778568-v,0.5,0.0,"strahopoštovati,uvažavati",gajiti osećanja dubokog poštovanja i straha pred autoritetom.
12971,ENG30-01778990-v,0.375,0.0,"bogoslužiti,obožavati",pokazivati odanost (prema božanstvu)
12972,ENG30-02079151-v,0.0,0.125,"obaviti crkveni obred,služiti obred",Izvesti specijalan crkveni obred ili službu
12973,ENG30-02092460-a,0.0,0.125,ekumenski,koji se tiče promovisanja jedinstva među crkvama ili religijama
12974,ENG30-02092741-a,0.0,0.375,"međucrkveni,međudenominacijski",koji se pojavljuje između ili unutar različitih crkava ili denominacija ili je uobičajen za njih
12975,ENG30-02092987-a,0.0,0.0,nedenominacijski,koji nije ograničen na određenu religijsku denominaciju
12976,ENG30-02093134-a,0.0,0.125,nedominacijski,koji nije vezan za unapređenje (ili nije posvećen unapređenju) određene denominacije
12977,ENG30-02325558-v,0.0,0.0,"žrtvovati,prinositi žrtvu",učiniti žrtvu od nečega u religijskim ritualima
12978,ENG30-02325736-v,0.125,0.25,žrtvovati,žrtveni prinos putem ubijanja ili uništenja
12979,ENG30-02474958-v,0.0,0.375,obaviti bar micva,potvrditi ceremonijom Bar Micva dečake u jevrejskoj veri
12980,ENG30-02475109-v,0.0,0.375,obaviti bat micva,potvrditi ceremonijom Bat Micva devojčice u jevrejskoj veri
12981,ENG30-02551602-v,0.0,0.0,"spasiti,spasti,iskupiti",spasiti od grehova
12982,ENG30-10626194-n,0.0,0.25,šaman,u društvima koja praktikuju šamanizam; osoba koja je medijum između vidljivog i nevidljivog sveta; praktikuje magiju za lečenje
12983,ENG30-02612762-v,0.0,0.5,"prisustvovati,ići","biti prisutan na sastanku, u crkvi, na fakultetu, i sl."
12984,ENG30-02613487-v,0.0,0.25,nuditi,nuditi u znak vere u boga
12985,ENG30-09758173-n,0.0,0.125,asketa,osoba koja praktikuje odricanje kao duhovnu disciplinu
12986,ENG30-10518945-n,0.0,0.5,isposnik,hrišćanski usamljenik
12987,ENG30-02686950-a,0.125,0.125,isposnički,koji se odnosi na isposnike ili je prikladan isposnicima ili njihovom izolovanom životu
12988,ENG30-06243963-n,0.0,0.5,mitrizam,"drevna persijska religija, popularna među Rimljanima tokom prva tri veka nove ere"
12989,ENG30-15242029-n,0.0,0.0,Veliki post,period od 40 dana do Velike subote u toku koga hrišćani strogo poste
12990,ENG30-07536870-n,0.0,0.125,pokajanje,žaljenje zbog ponašanja u prošlosti
12991,ENG30-03113271-a,0.375,0.0,žrtveni,koji se koristi u obredu žrtvovanja ili je povezan sa njim
12992,ENG30-06244852-n,0.0,0.5,šamanizam,forma prvobitne religije iz severne Azije koja se ispoljava kroz verovanje da odnose između vidljivog i duhovnog sveta ostvaruje šaman
12993,ENG30-06455990-n,0.25,0.0,molitva,nepromenljivi tekst koji se koristi u toku moljenja
12994,ENG30-07189130-n,0.0,0.25,molitva,Odan zahtev božanstvu.
12995,ENG30-01041968-n,0.0,0.0,molitva,"čin komuniciranja sa božanstvom (posebno kojom se izražava molba, obožavanje, pokajanje ili zahvalnost)"
12996,ENG30-15161872-n,0.0,0.5,"Sukot,Praznik senica",Jevrejski praznik žetve
12997,ENG30-15199033-n,0.0,0.375,"Hanuka,Hanukah,Festival svetlosti","osmodnevni jevrejski praznik kojim se obeležava ponovno posvećenje hrama u Jerusalimu, 165. godine pre Hrista"
12998,ENG30-10471250-n,0.0,0.5,sveštenik,duhovni vođa u nehrišćanskim religijama
12999,ENG30-10470779-n,0.0,0.125,"pop,sveštenik",Svešteno lice u hršćanskim crkvama koje ima odobrenje da obavlja različite raligijske obrede.
13000,ENG30-00867231-v,0.0,0.0,"blagosloviti,blagosiljati,blagoslivati",prekrstiti nekoga (učiniti znak krsta preko nekoga) da bi se nad tom osobom prizvala Božija zaštitila
13001,ENG30-02578510-v,0.0,0.125,"pridržavati se,poštovati",pridržavati se praznika ili obreda
13002,ENG30-01029671-n,0.0,0.25,"bdenje,bdenije",molitveno gledanje (posebno tokom večeri religijskog festivala)
13003,ENG30-01029883-n,0.0,0.5,bdenje,Budnost nad mrtvim telom noć pre sahrane.
13004,ENG30-06974846-n,0.0,0.0,pahlavi,iranski jezik zoroastrejske književnosti od 3. do 10. veka
13005,ENG30-06975469-n,0.0,0.0,skitski,iranski jezik kojim su govorili drevni Skiti
13006,ENG30-06978422-n,0.0,0.0,čečenski,severni kavkaski jezik kojim govore Čečeni
13007,ENG30-06978656-n,0.25,0.125,abhaski,čerkeski jezik kojim govore Abhazi
13008,ENG30-06906028-n,0.0,0.0,sango,jezik trgovine koji je u širokoj upotrebi u Čadu
13009,ENG30-06554373-n,0.0,0.375,nalog za izvođenje na sud,Pisani akt kojim se nalaže da se zatvorenik dovede pred sud.
13010,ENG30-00775286-n,0.0,0.125,zarobljavanje,"nasilno hvatanje, zarobljavanje lica"
13011,ENG30-00782241-n,0.0,0.375,nezakonit porok,"aktivnosti kao što su kocka, prostitucija i pornografija koje su nelegalne jer narušavaju moralne standarde zajednice"
13012,ENG30-01189001-n,0.125,0.25,konačna presuda,konačna presuda kojom je okončan slučaj pred sudom posle iscrpljenih postupaka po žalbi
13013,ENG30-04810327-n,0.0,0.25,nezakonitost,nezakonitost;kršenje zakona odnosno zakonskih odredaba
13014,ENG30-13838386-n,0.0,0.125,poverenički odnos,pravni odnos koji postoji kada se jedno lice opravdano oslanja na drugo ili kada se traži zaštita po bilo kom osnovu
13015,ENG30-06526004-n,0.0,0.25,obveznica,potvrda ili vaučer (obveznica) koji potvrđuje dug (dugovanje)
13016,ENG30-06531141-n,0.0,0.25,punomoćje,dokument o punomoćju koji izdaju akcionari jedne korporacije a kojim daju ovlašćenje da u njihovo ime postoji jedan glas na korporativnom (akcionarskom) sastanku
13017,ENG30-06539502-n,0.125,0.0,sudski nalog,sudski nalog (naredba) kojim se zahteva da neko lice nešto učini ili da se uzdrži od činjenja
13018,ENG30-06544657-n,0.0,0.125,dodatak testamentu,dodatak testamentu; testamentarni dokument koji ima za cilj da izmeni već izvršeni testament
13019,ENG30-06544841-n,0.0,0.0,volja za život,dokument koji je sačinila osoba (još uvek pravno sposobna) kojim traži da joj se odobri da umre u slučaju da u periodu koji sledi dođe do njenog ozbiljnog onesposobljavanja ili ako oboli od neke neizlečive (terminalne) bolesti
13020,ENG30-06545843-n,0.0,0.25,jednostrani pravni posao,dokument koji je sačinila i izvršila samo jedna strana (jednostrani pravni posao)
13021,ENG30-06546261-n,0.0,0.25,dokument o svojini,pravni osnov(dokument) kojim se dokazuje pravo svojine (vlasništvo na imovinu)
13022,ENG30-06546408-n,0.125,0.0,odluka o starateljstvu,pisani pravni dokument kojim se imovina prenosi na staratelja a koji se često koristi da bi se obezbedila obaveza poput hipoteke ili menice kojom se priznaje dug
13023,ENG30-06546931-n,0.0,0.5,ugovor o sticanju prava svojine,dokumenti (pravni osnov) o pravu na nepokretnost (pisani dokaz o pravu svojine na nepokretnost)
13024,ENG30-06547321-n,0.0,0.25,nalog za pretres,nalog (varant) kojim sud ovlašćuje policiju da traži predmete ili lica koji su uključeni u izvršenje zločina i da ih izvedu pred sud ;nalog opisuje lokacije na kojima policija može vršiti pretres
13025,ENG30-06547615-n,0.0,0.375,nalog za hapšenje,nalog kojim se ovlašćuje policija da uhapsi osumnjičenog i izvede ga pred sud
13026,ENG30-06547992-n,0.0,0.375,nalog za izvršenje smrtne kazne,nalog za izvršenje smrtne kazne
13027,ENG30-06548110-n,0.0,0.5,"pečat,lettre de cachet","nalog nekada izdat od strane kralja Francuske koji je mogao da naloži zatvaranje( hapšenje) ili pogubljenje lica, pismom overenim njegovim pečatom (žigom)"
13028,ENG30-06550046-n,0.0,0.375,građevinska dozvola,dokument (dozvola) kojim se odobrava izgradnja zgrade određenog tipa na određenom zemljištu
13029,ENG30-06550891-n,0.0,0.125,"?letter of marque,?letters of marque,letter of mark and reprisal",dozvola da privatno lice konfiskuje imovinu građanina druge nacije (države)
13030,ENG30-06551070-n,0.0,0.375,dozvola za prodaju alkoholnih pića,dozvola (ovlašćenje) kojom se odobrava njenom imaocu da prodaje alkoholna pića
13031,ENG30-06551226-n,0.0,0.5,on-license,dozvola za prodavanje pića i njegovo konzumiranje u objektu
13032,ENG30-06551498-n,0.0,0.625,profesionalna licenca,licenca kojom se omogućava bavljenje određenom profesijom
13033,ENG30-06552639-n,0.125,0.0,"pomilovanje,amnestija",nalog kojim se odobrava oslobađanje od kazne
13034,ENG30-06553472-n,0.0,0.5,uredba,sudski nalog (izdavan u prošlosti)administrativnom činovniku za povraćaj imovine
13035,ENG30-06553631-n,0.0,0.375,naređenje višeg suda nižem da mu prepusti spor,nalog (naredba) višeg (višestepenog) suda nižestepenom kojim se zahteva prepuštanje spora u određenom slučaju
13036,ENG30-06553846-n,0.0,0.5,"nalog za izvršenje,izvršni naslov",rutinski sudski nalog (nalog za plenidbu) za izvršenje presude dodeljen administrativnom činovniku od strane tužioca
13037,ENG30-06554531-n,0.0,0.5,sudski poziv za porotnike,sudski nalog kojim se nalaže administrativnom činovniku (šerifu) da pozove porotnike (članove porote)
13038,ENG30-06554675-n,0.0,0.25,"nalog za sprovođenje izvršnog akta,nalog višeg suda",sudski nalog (koji nije uobičajen) kojim se nalaže službeniku da sprovede izvršni akt koji zakon prepoznaje kao apsolutnu dužnost a ne kao stvar slobodnog odlučivanja službenika: koristi se samo u slučaju kada su svi pravni lekovi iscrpljeni (kada nijedan upotrebljen pravni lek ne uspe)
13039,ENG30-06555191-n,0.0,0.125,fieri facias,sudski nalog kojim se nalaže zaplena lične svojine dužnika za namirenje dugovanja
13040,ENG30-06555341-n,0.0,0.125,scire facias,sudska odluka (akt) koja se zasniva na nekom dokumentu kojom se zahteva od strane (stranke) protiv koje je (odluka) doneta da iznese razlog zbog koga taj dokument ne bi trebalo da bude potvrđen ili poništen
13041,ENG30-06555695-n,0.0,0.125,rešenje o povraćaju imovine,sudski nalog kojim se nalaže da se oslobode dobra koja su nezakonito zadržana(konfiskovana)
13042,ENG30-06555847-n,0.0,0.5,sudski nalog za održavanje izbora,sudski nalog kojim se nalaže održavanje (raspisivanje) izbora
13043,ENG30-06555971-n,0.125,0.25,nalog za apelacionu reviziju,nalog apelacionog suda kojim se zahteva od suda koji poseduje pisane (trajno zabeležene)postupke da navede dokumentaciju sa (tog) suđenja
13044,ENG30-06556150-n,0.0,0.375,nalog o zabrani,nalog višestepenog suda nižestepenom kojim mu se nalaže da ne primenjuje svoju nadležnost (da se uzdrži od nadležnosti) u određenom slučaju
13045,ENG30-06556343-n,0.0,0.375,nalog o pravu,sudski nalog kojim se nalaže vraćanje zemlje zakonskom (zakonitom) vlasniku
13046,ENG30-06557317-n,0.125,0.375,subpoena duces tecum,sudski nalog izdat na zahtev jedne strane u postupku kojim se nalaže svedoku da podnese sudu (pod zakletvom) svu relevantnu dokumentaciju koju poseduje a koja se tiče svedočenja
13047,ENG30-06558893-n,0.0,0.25,"kazna za prekoračenje brzine,kazna zbog prekoračenja brzine",kazna za prekoračenje odnosno zbog prekoračenja brzine
13048,ENG30-07212612-n,0.0,0.125,blagovremeno obaveštenje,prethodno obaveštenje (obaveštenje unapred) obično u pisanoj formi o nameri povlačenja iz sporazuma ili odustanka od ugovora
13049,ENG30-07235574-n,0.0,0.25,optužnica za ubistvo,akt (optužnica) kojim se lice optužuje da je izvršilo ubistvo
13050,ENG30-07235696-n,0.0,0.125,optužnica velike porote,optužnica koju odobrava velika porota
13051,ENG30-07235790-n,0.0,0.125,pokretanje postupka za opoziv,formalni dokument kojim se (javni) funkcioner tereti za zloupotrebu službenog položaja
13052,ENG30-13414554-n,0.0,0.0,pravni akt koji stupa na snagu kada stranke ispune izvesne uslove,"pisani sporazum (ili svojina ili novac) koji se predaje trećem licu ili se daje na brigu jednoj od ugovornih strana, a koji je ista u obavezi da vrati nakon ispunjenja izvesnih uslova"
13053,ENG30-06500937-n,0.0,0.25,pasoš,javna isprava koju država izdaje svom državljaninu za putovanje u inostranstvo i povratak u domovinu
13054,ENG30-06501748-n,0.0,0.375,brodski dokumenti,"zvanični dokumenti koje brod po zakonu dobija, koji mu pripadaju,u vlasništvu su broda, teret cargo"
13055,ENG30-06531481-n,0.0,0.25,pisma administracije,pravni dokument kojim se neko lice imenuje da upravlja imovinom kada je izvršilac nepoznat
13056,ENG30-06559004-n,0.0,0.5,karta za parkiranje,karta (propusnica) izdata za parkiranje na ograničenim (određenim)mestima
13057,ENG30-06772260-n,0.0,0.125,međudržavni ugovor,ugovor potpisan između dve ili više strana (država) koje su se sporazumele da nešto učine (da preduzmu neku radnju)
13058,ENG30-06550206-n,0.0,0.375,vozačka dozvola,vozačka dozvola; ovlašćenje za upravljanje motornim vozilom
13059,ENG30-03412906-n,0.0,0.25,vešala,instrument za izvršenje smrtne kazne (pogubljenje)koji se sastoji od drvenog rama gde se izvršava smrtna kazna vešanjem
13060,ENG30-01203676-n,0.0,0.125,"konformizam,povinovanje",ponašanje u skladu sa prihvaćenim standardima
13061,ENG30-01204845-n,0.0,0.125,"nekonformizam,nepovinovanje",ponašanje koje nije u skladu sa prihvaćenim standardima
13062,ENG30-06545137-n,0.0,0.125,"tapija,tapija o prenosu imovine,vlasnički list","pravni dokument potpisan, overen i uručen u cilju ostvarenja prenosa imovine i kao dokaz zakonitog prava vlasništva (prava svojine)"
13063,ENG30-06771653-n,0.0,0.375,"pisani sporazum,pismeni dogovor","pravni dokument koji sadrži sporazum, dogovor, saglasnost između stranaka"
13064,ENG30-03491724-n,0.0,0.25,"konopac za vešanje,uže za vešanje",konopac koji koristi dželat za pogubljenje lica koje je osuđeno na smrt vešanjem
13065,ENG30-03575691-n,0.25,0.0,"sredstvo za izvršenje smrtne kazne,sredstvo egzekucije",sredstvo (instrument) dizajnirano i korišćeno za oduzimanje života osuđenoj osobi(primer:električna stolica)
13066,ENG30-03907654-n,0.125,0.125,"kaznena institucija,kazneni zavod,pritvorna jedinica",institucija (zavod) u kojoj su zatvorena lica u cilju njihovog kažnjavanja i kako bi se javnost od njih zaštitila
13067,ENG30-00776732-n,0.0,0.375,pronevera,nezakonito prisvajanje sredstava ili imovine koja je poverena određenom licu a u stvari je vlasništvo drugog lica
13068,ENG30-00874621-n,0.0,0.0,"neodobravanje,osuda",čin neodobravanja ili osude
13069,ENG30-02582042-v,0.0,0.25,"postupati,parničiti,tužiti,parničiti se",pokrenuti parnicu protiv nekog; tužiti
13070,ENG30-06544142-n,0.0,0.25,"oporuka,testament",pravni dokument u kome se izlažu čovekove želje u pogledu raspodele njegove svojine kada umre
13071,ENG30-06547832-n,0.0,0.375,hapšenje,nalog za odvođenje u pritvor
13072,ENG30-06548317-n,0.0,0.125,nalog za odlaganje izvršenja smrtne kazne,nalog kojim se odobrava odlaganje kazne (obično odlaganje smrtne kazne)
13073,ENG30-06548498-n,0.0,0.375,nalog kojim se zamenjuje kazna,sudski nalog kojim se lakša kazna zamenjuje težom (blaža kazna strožijom)
13074,ENG30-00905399-v,0.0,0.25,pomilovati,oprostiti nekom deo kazne na koju je osuđen
13075,ENG30-00905677-v,0.0,0.125,amnestirati,pomiloovati obično grupu ljudi
13076,ENG30-00179486-a,0.0,0.125,neopunomoćen,koji nije dobio punomoć od odgovarajućeg autoriteta
13077,ENG30-01632808-a,0.0,0.125,opunomoćen,odobren od strane uvtrđenog autoriteta
13078,ENG30-06556692-n,0.0,0.25,sudski poziv,"poziv na sud kojim se nalaže prisustvo optuženog, (obično po privatnoj tužbi); nepojavljivanje optuženog rezultira donošenjem presude zbog izostanka (na štetu optuženog)"
13079,ENG30-06557047-n,0.0,0.375,"sudski poziv,subpoena ad testificandum",sudski nalog kojim se nalaže prisustvo svedoka sudskom postupku; neodazivanje sudskom pozivu ima za posledicu izricanje kazne za nepoštovanje suda
13080,ENG30-06558277-n,0.0,0.5,poziv na sud,sudski poziv za strane (stranke) u sporu
13081,ENG30-06558678-n,0.0,0.25,prekršajna prijava,"prekršajna prijava koja se izdaje prekršiocu (na licu mesta),posebno onome ko je načinio prekršaj u saobraćaju"
13082,ENG30-06690226-n,0.0,0.375,vojna propusnica,dozvola za ulazak ili izlazak iz vojne ustanove
13083,ENG30-07212424-n,0.125,0.0,izveštavanje,informisati rečima
13084,ENG30-07235335-n,0.0,0.125,optužnica,formalni dokument napisan za tužioca kojim se osoba optužuje za neko delo
13085,ENG30-00844744-v,0.0,0.25,"opozvati,opozivati",optužiti javnu ličnost za narušavanje zakona i nedolično ponašanje
13086,ENG30-13416241-n,0.0,0.5,legat,legat (zaveštanje)nepokretne imovine
13087,ENG30-06380055-n,0.0,0.5,Eneida,epska pesna na latinskom koju je napisao Virgilije; opisuje avanture Eneja posle Trojanskog rata; pruža vrlo upečatljivu sliku za nastanak Rimskog carstva
13088,ENG30-09589444-n,0.0,0.25,Aladin,u arapskim novćima dečak koji dolazi u posed lampe pomoću koje može da dozove duha
13089,ENG30-10822211-n,0.0,0.25,Aristofan,drevni grčki dramski pisac koji je ostao upamćen po komedijama (448-380g.p.n.e)
13090,ENG30-05795044-n,0.0,0.5,dogovor,Stvar koja je dogovorena.
13091,ENG30-06532095-n,0.0,0.25,"akt,donet zakon",pravni dokument (zakon) kojim su kodifikovani rezultati razmatranja odbora ili društva ili zakonodavnog tela
13092,ENG30-02474780-v,0.0,0.375,zavetovati se,"ući u savez, zavet"
13093,ENG30-00118435-v,0.0,0.5,"isključiti,isključivati","sprečiti nekoga da uđe, i sl."
13094,ENG30-01468576-v,0.0,0.375,"izbaciti,isključiti,isključivati,isterati",Naterati na odlazak sa nekog mesta.
13095,ENG30-01527877-v,0.0,0.5,"isterivati duhove,isterati duhove,vršiti egzorcizam",Isterati putem usrdnih molitava
13096,ENG30-00755447-v,0.0,0.375,"moliti,obraćati se,obratiti se","tražiti nešto od nekoga u vidu učtive molbe, kao pomoć ili zaštitu"
13097,ENG30-00810226-v,0.0,0.125,prositi,tražiti da se nešto dobije besplatno
13098,ENG30-00926702-v,0.0,0.375,prorokovati,proreći ili otkriti uz pomoć božanske inspiracije (ili da tako izgleda)
13099,ENG30-07235936-n,0.25,0.25,optužnica,sudski dokument kojim se lice poziva na sud da odgovori na optužnicu (optužbu)
13100,ENG30-05196582-n,0.0,0.375,"autoritet,ovlaštenje,ovlašćenje,ovlast",Moć ili pravo da se izdaju naređenja ili da se odlučuje.
13101,ENG30-00924777-v,0.0,0.375,"predskazati,predskazivati,proreći",predvideti božanskim nadahnućem
13102,ENG30-01033458-n,0.0,0.125,"služba,služba Božja",Religiozni obred ili služba koju propisuje crkvena vlast
13103,ENG30-06773434-n,0.0,0.125,"pakt,sporazum,pogodba",Pismeni sporazum između suverenih država.
13104,ENG30-06770275-n,0.0,0.5,"sporazum,dogovor",iskaz (usmeni ili pisani) kojim se razmenjuju uzjamana obećanja
13105,ENG30-06319157-n,0.0,0.25,prilog,vrsta reči čija je glavna funkcija bliže određivanje vrste radnje izražene glagolom
13106,ENG30-06556481-n,0.0,0.25,"ovlašćenje,ovlaštenje",dokument kojim se daje zvanično uputstvo ili naredba
13107,ENG30-06530789-n,0.0,0.25,punomoćje,pravni dokument kojim se ovlašćuje lice da može zastupati onoga koji mu je to ovlašćenje dao
13108,ENG30-06547059-n,0.0,0.5,sudski nalog,sudski nalog (varant) kojim se nalaže policiji da izvrši naznačene radnje
13109,ENG30-09762509-n,0.0,0.375,"as,čarobnjak,čarobnik,zvezda,virtuoz",Neko ko je veoma vešt.
13110,ENG30-09589748-n,0.125,0.0,Babar,izmišljeni slon koji se pojavljuje u mnogim francuskim knjigama za decu
13111,ENG30-09589876-n,0.25,0.5,Beatris,žena koja je vodila Dantea kroz pakao u Božanstvenoj komediji who guided Dante through Paradise in the Divine Comedž
13112,ENG30-10833111-n,0.0,0.0,"Balzak,Onore de Balzak",francuski pisac koji slika kompleksnost francuskog društva XIX veka (1799-1850)
13113,ENG30-10835022-n,0.0,0.375,"Džejms Bari,Sir Džejms Metju Bari",Škotski dramski pisac i romanopisac koji je stvorio lik Petra Pana (1860-1937)
13114,ENG30-08558289-n,0.125,0.125,Kamelot,"Iz legende o kralju Arturu, prestonica njgovog kraljevstva; prema legendi, tamo su vladali istina, dobrota i lepota"
13115,ENG30-09591973-n,0.0,0.0,Pepeljuga,mlada devojka koju spašavaju od zle maćehe i zlih sestara dobra vila i princ
13116,ENG30-10884061-n,0.0,0.375,"Luis Karol,Luj Karol,Čarls Dodžson","Engleski pisac čije je pravo ime Čarls Dodžson i koji je bio matematičar s Oksforda, a zapamćen je po pričama za decu koje je napisao pod imenom Luis Karol"
13117,ENG30-10889032-n,0.0,0.0,"Servantes,Migel de Servantes,Migel de Servantes Saavedra","španski pisac koji je ostao upamćen po delu ""Don Kihot"" u kome na satiričan način govori o viteštvu; ovo delo je značajno uticalo na razvoj romana (1547-1616)"
13118,ENG30-10894065-n,0.0,0.0,"Čoser,Džefri Čoser","engleski pesnik, najoznatije mu je delo ""Kenterberijske priče"" (1340-1400)"
13119,ENG30-10894652-n,0.0,0.0,"Čehov,Anton Čehov,Anton Pavlovič Čehov",ruski dramski pisac čije se drame bave problemima komunikacije između ljudi (1860-1904)
13120,ENG30-10904821-n,0.0,0.0,"Kolridž,Semjuel Tejlor Kolridž",engleski romantičarski pesnik (1772-1834)
13121,ENG30-10906462-n,0.125,0.375,"Konan Dojl,A. Konan Dojl,Artur Konan Dojl,Ser Artur Konan Dojl",engleski autor koji se stvorio Šerloka Holmsa (1859-1930)
13122,ENG30-09598370-n,0.0,0.375,Don Kihot,"unak Servantesovog romana; vitez, ali nepraktičan"
13123,ENG30-10940669-n,0.0,0.5,"Dostojevski,Fjodor Dostojevski,Fjodor Mihajlovič Dostojevski","Ruski pisac, pisao o ljudskoj patnji i anaizirao je psihološki (1821-1881)."
13124,ENG30-09598491-n,0.0,0.5,"El Sid,Mio Sid,El Sid Kampeador",junak španske epske poeme iz XII veka
13125,ENG30-09598598-n,0.0,0.25,Fagin,zli Jevrejin iz romana Čarlsa Dikensa
13126,ENG30-09599023-n,0.125,0.25,Faust,alhemičar iz germanske legende koji je Mefistu prodao dušu u zamenu za znanje
13127,ENG30-10967633-n,0.0,0.0,"Faukner,Vilijam Fokner,Vilijam Katbert Fokner",romanopisac iz Sjedinjenih američkih država koje pisao o ljudima s juga SAD-a (1897-1962)
