,ID,Lemme,Definicija,POS,NEG
9853,ENG30-12813753-n,trubač,drvenast biljka iz porodica Bignoniaceae . ,0.00013810067,3.9819475e-05
9854,ENG30-12934776-n,"Cicuta,rod Cicuta",mali rod višegodišnji biljka koji imati smrtonosno otrovati gomoljast koren . ,9.845879e-06,1.074605e-06
9855,ENG30-12934985-n,"trubeljika,Cicuta verosa","visok , uspravan , veoma otrovan evropski višegodišnji biljka ; imati jesam u obilje u močvaran predeo . ",8.571615e-06,1.582308e-06
9856,ENG30-02207179-n,trut,Muška pčela bez žaoka čiji jesam jedina funkicja da oploditi kraljica . ,0.0136741325,0.032201454
9857,ENG30-02207805-n,pčela radilica,sterilan pčela čiji jesam zadatak da skupljati kran i održavati košnica . ,0.004294484,0.0010747372
9858,ENG30-09369169-n,gnezdo,struktura u koji životinja legnuti jaje i leći svoj mlad . ,0.00013777945,5.812719e-06
9859,ENG30-11643684-n,"Thuja,rod Thuja",tuja ,0.24953902,0.247823
9860,ENG30-11643835-n,tuja,Četinarsko drvo Azija i severni Amerika iz rod Thuja i Thujopsis . ,3.4996413e-06,1.2631789e-06
9861,ENG30-01839221-n,"Picoides,rod Picoides",rod porodica Picidae . ,0.0044835866,0.0014777344
9862,SRP-1800808026,"tukavica,Picoides tridactylus",ptica crng i beo perje sa tri prst . ,2.6033473e-05,8.703233e-06
9863,ENG30-02269015-n,"Trichoptera,red Trichoptera",red voden insekt maljav krilo i dug pipak . ,2.588307e-05,2.474441e-05
9864,ENG30-02269196-n,tular,,0.24959859,0.3394103
9865,ENG30-00678473-a,višegodišnji,koji trajati tri sezona ili više . ,0.0014204953,0.006520079
9866,ENG30-11553240-n,"trajnica,perena",Bixlka koji trajati tri sezona ili više . ,0.0005606566,0.0022273536
9867,ENG30-00678221-a,dvogodišnji,koji imati ciklus koji trajati dva sezona . ,0.000504444,0.0001392306
9868,ENG30-00678024-a,godišnji,Čiji jesam životan ciklus ne trajati duže od jedan godina . ,4.897068e-05,0.0003786915
9869,ENG30-02626590-n,"Thunnus,rod Thunnus",Tun : toplokrvan riba . ,0.025796883,0.031759717
9870,ENG30-07776866-n,morski plodovi,"jestiv riba , školjka , rak , itd . ",0.00079434883,0.00023979325
9871,ENG30-07775905-n,morska riba,meso riba iz morati koji se koristiti kao hrana . ,2.4762485e-06,1.1757784e-06
9872,ENG30-07780627-n,"tunina,tunjevina,tunjina,tonfiš",meso tuna . ,0.085828125,0.09059348
9873,ENG30-12163649-n,"Citrullus,rod Citrullus",rod dikotiledona iz porodica Cucurbitaceae ; uključivati lubenica ,5.542428e-06,3.9329625e-06
9874,ENG30-12164065-n,"lubenica,turkinja,Citrullus vulgaris",Porklom iz Afrika . ,0.017025014,0.018862976
9875,ENG30-13012613-n,"Lepiotaceae,porodica Lepiotaceae",porodica gljiva koji imati slobodan režanj i klobuk koji jesam jasno odvojiti od stalak . ,0.00014118229,2.7742331e-05
9876,ENG30-13013187-n,rod Lepiota,gljiva sa beo sporama koji uključivati više jestiv i otrovan vrsta . ,2.10599e-06,1.5205353e-06
9877,ENG30-13014097-n,Lepiota naucina,Lisičarka sa sivobeo telo i režanj čiji se boja menjati od ružičast taj crven . ,1.0011705e-05,1.019996e-06
9878,ENG30-12872698-n,"Pinguicula,rod Pinguicula",Tustica : velik rod biljka mesožderka skoro bez stabljika . ,7.453747e-05,2.797518e-05
9879,ENG30-12872914-n,tustica,"neki biljka mesožderka iz rod Pinguicula koji imati upadljiv ružičast , žut ili beo cvet . ",3.2193368e-06,1.2737734e-06
9880,ENG30-12785312-n,"Crassula,rod Crassula",tipski rod porodica Crassulaceae ; zeljast biljka i nisko žbunje sa drvenast stabljika i sočan antenski deo . ,7.6176343e-07,1.2975133e-07
9881,ENG30-12785889-n,tustika,"zeljast biljka i umeren severni područje iz rod Sedum ; imati mesnat lišće i revena , žut ili beo cvet . ",9.684348e-07,2.1213208e-07
9882,ENG30-12683248-n,rod Scabiosa,"Godišnje ili višegodišnji biljka , uglavnom sa Mederana . ",0.000104465274,5.244409e-05
9883,ENG30-12683407-n,"udovica,udovičica",neki biljka iz orda Scabiosa . ,0.002686445,0.0019975512
9884,ENG30-02067100-n,"Physeter,rod Physeter",tipski rod porodica Physeteridae . ,0.0003014084,7.003677e-05
9885,SRP-873726839,"glavata ulješura,obična ulješura,Physeter macrocephalus",Kit zuban dugačak oko dvadeset metar ; glava on obično iznositi oko terćinu telo . ,3.58931e-06,4.1218186e-06
9886,ENG30-02067941-n,"Ziphiidae,porodica Ziphiidae,Hyperodontidae,porodica Hyperodontidae",kit sa kljuna ; u neki ranijim klasifikacija smeštati u porodica Physeteridae ; ,3.8264097e-06,2.435618e-06
9887,ENG30-02068408-n,"Hyperoodon,rod Hyperoodon",kit sa kljuna ,0.02678297,0.023011116
9888,ENG30-02068206-n,kljunata ulješura,Kit koji živiti u sav okean ; imati čeljust nalik na kljun ; imati zub samo u gornji vilica . ,7.3713404e-06,4.0155243e-07
9889,ENG30-02068541-n,"patkasta ulješura,Hyperoodon ampullatus",severnoatlantski kljunata ulješura sa okrugao čela . ,0.0004903241,0.0015695422
9890,ENG30-12301180-n,"maslina,uljika,Olea europaea","zimzelen drvo sa Mediteran , gajiti se od star vreme ; rađati sjajan crn jestiv plod . ",1.0234149e-06,3.1864204e-07
9891,ENG30-00378782-a,maslinast,Žutozelena boja koji nalikovati boja nezreo maslina . ,0.00078129035,7.4735464e-05
9892,ENG30-12301038-n,"maslinovina,maslinovo drvo",tvrd žut ( šaren ) drvo maslina ; koristiti se u stolarstvo . ,5.6167064e-05,4.6156997e-06
9893,ENG30-11957912-n,rod Cosmos,rod tropski biljka koji se gajiti zbog raznobojan cveće . ,6.889134e-06,6.6567113e-06
9894,ENG30-11958080-n,uresnica,Meksička biljka iz rod Cosmos imati zrakast glavica raznobojan cvet i perast lišće . ,2.8822158e-06,7.142205e-07
9895,ENG30-11982724-n,"Homogyne,rod Homogyne",mali rod nizak višegodišnji biljka ; rasti po planinski predeo Evropa ; u neki klasifikacija uključivati se u rod Tussilago . ,3.5772874e-07,1.2558118e-07
9896,ENG30-11982939-n,"urezica,Homogyne alpina,Tussilago alpina","Rizomatska biljka sa purpurnocrven cvet , pogodan za pokrivanje tlo . ",0.00040294338,3.066244e-05
9897,ENG30-02607630-n,"Labridae,porodica Labridae,usnače",pešac ,0.25440216,0.24309821
9898,ENG30-02607862-n,pešac,uglavnom tropski morski riba sa mesnat usna i snažan zub ; obično jak boja . ,1.4496418e-06,5.486046e-07
9899,ENG30-02574651-n,"Echeneididae,porodica Echeneididae,porodica Echeneidae",riba koji imati sisaljka u oblik disko na glava za kačenje na drugi riba i brod . ,1.628342e-06,4.622258e-07
9900,ENG30-02575168-n,"Echeneis,rod Echeneis",tipski rod porodica Echeneididae : ustavica ,0.00012629571,1.959611e-05
9901,ENG30-02574910-n,ustavica,morski riba za pljosnat izdužen telo i sisaljka u oblik disko na glava s koji se kačiti na velik riba i ploveći objekt . ,5.712679e-07,2.758874e-07
9902,ENG30-01624707-n,"Asio,rod Asio",rod evropski sova . ,0.0042284243,0.001974566
9903,ENG30-00913720-a,četinarski,odnositi se na drveće koji rađati šišarka i imati zimzelen lišće . ,7.505858e-06,1.90206e-06
9904,ENG30-01623706-n,mala ušara,mali sova sa ušni resa koji se oglašavati zvižduk . ,6.794939e-05,3.364077e-05
9905,ENG30-01849348-n,"Tadorna,rod Tadorna",morski utva ,0.08942345,0.0844871
9906,ENG30-01849466-n,morska utva,"patak koji nalikovati gusak , malo veće od divalj patak , sa šaren , uglavnom crno-belim perje i crven kljuna . ",2.581973e-06,1.2602488e-06
9907,ENG30-12615097-n,"Vallisneria,rod Vallisneria",uvijuša ,0.2513476,0.24709599
9908,ENG30-12615232-n,"uvijuša,Vallisneria spiralis",Podvodna voden biljka sa trakast lišće . ,0.00011579579,5.0212126e-05
9909,ENG30-11420831-n,spektar,usmeriti niz komponenta emisija talas . ,0.0026138728,0.0021529018
9910,ENG30-11451442-n,elektromagnetni spektar,ukupan opseg frekvencija elektromagnetni talas . ,0.0029241275,0.0029751088
9911,ENG30-12344483-n,"pupoljica,pupoljka,vampir,Oenothera biennis",grub dvogodišnji biljka sa žut cvet koji se otvarati noću ; naturalizovati u Evropa . ,3.1878462e-06,2.2032682e-06
9912,ENG30-02104523-n,"ovčar,ovčarski pas,vaška",neki pas obično dug dlaka koji jesam oučen za čuvanje pas . ,5.8914506e-05,0.0004056175
9913,ENG30-02183857-n,"uš,vaška",pljosnat insekt bez krilo koji sisati krv koji jesam parazit toplokrvan životinja . ,4.424475e-05,0.0005055843
9914,ENG30-11888621-n,"Hesperis,rod Hesperis",Dvogodišnja ili višegodišnji uspravan biljka koji imati cvet koji mirisati noću . ,4.2568696e-05,1.6339924e-05
9915,ENG30-11888800-n,"večernica,Hesperis matronalis",biljka koji se gajiti zbog cvet čiji jesam miris jak noću . ,4.3894674e-05,3.6909012e-05
9916,ENG30-12898342-n,"velebilje,Atropa belladonna",Višegodišnja evropski biljka sa crvekastim cvet u oblik zvončić i sjajan crn bobica ; iz korenje i lišće se dobijati atropin . ,7.433638e-07,3.9698216e-07
9917,ENG30-12439400-n,"Anthericum,rod Anthericum",rod višegodišnji biljka iz star svet ; ponekad se smeštati u porodica Asphodelaceae . ,3.5785877e-07,2.252169e-07
9918,ENG30-12092417-n,"krika,vidovčica,Anagallis arvensis","lekovit biljka iz porodica jaglaca , s ružičast ili modar cvetić . ",2.4702731e-05,1.8225293e-05
9919,ENG30-02444647-n,"Lutra,rod Lutra",u neki klasifikacija smatrati se rodom podporodice Lutrinae . ,0.00020899656,0.0005322047
9920,ENG30-02444819-n,vidra,slatkovodni sisar-mesožder sa kandža na noga i tamnosmeđ krzno . ,2.6097037e-05,1.2687123e-05
9921,ENG30-02445171-n,"vidra,Lutra lutra",vidra iz Evropa i Azija . ,0.0004858591,0.00036655404
9922,ENG30-13144794-n,loza,neki od brojni drvenast penjačica iz rod Vitis koji rađati grozdov jestiv bobica . ,1.7201962e-06,1.1572691e-06
9923,ENG30-13144511-n,"Vitis,rod Vitis",tipski rod porodica Vitaceae ; drvenast penjačica sa jednostavan lišće i mali cvet ; uključivati mnogo varijetet vinov loz . ,4.4750982e-07,2.2336991e-07
9924,SRP-2073887367,"vinjaga,grešika,Vitis silvestris",divalj loz ,0.12746422,0.10266893
9925,ENG30-07757990-n,višnja,kiseo trešnja koji se koristiti za kolač i zimnica . ,0.0008484267,1.2389201e-05
9926,ENG30-11729478-n,"pavetina,pavit,vitina",ukrasni bixlka puzavica koji obično imati upadljiv cvet . ,0.00017712743,8.4265506e-05
9927,ENG30-02040505-n,"plovuša,vivčarica",porodica galeb i porodica ? ? ? ,0.0012447382,0.00017269937
9928,ENG30-01932936-n,"trihina,vlasac,Trichinella spiralis","parazitski crv koji se javljati u crevina svinja , pacov i l ljudil proizvoditi larva koji obrazovati cista u skeletni mišić . ",1.9819325e-05,1.686593e-05
9929,ENG30-12435152-n,"vlašac,vlasac,luk rezanac,Allium schoenoprasum","Višegodišnja trava sa šupxlim cevast lišće , koristiti se kao začin za salata i čorba . ",7.003187e-06,8.204775e-07
9930,ENG30-12108249-n,"Andropogon,rod Andropogon",visok godišnji i višegodišnji trava iz toplih područje . ,7.483959e-06,2.8259544e-06
9931,ENG30-12108432-n,vlaska,trava iz rod Andropogon ; koristiti se za proizvodnja metla . ,7.322091e-06,2.5715233e-06
9932,ENG30-12131216-n,"Poa,rod Poa",uglavnom višegodišnji trava iz umeren područje . ,1.678272e-05,1.025914e-05
9933,ENG30-12131405-n,vlašnjača,neki trava iz rod Po . ,9.306912e-05,8.008551e-05
9934,ENG30-02403231-n,vo,"Muško goveče , obično uškopiti , upotrebljavati se kao tegleći životinja . ",8.265994e-05,0.00022246354
9935,ENG30-01528542-n,"Anthus,rod Anthus",vodarica ,0.2295761,0.2809589
9936,ENG30-01528654-n,vodarica,mali ptica pevačica koji ličiti na ševa . ,2.3152159e-05,1.7729726e-05
9937,ENG30-12612913-n,"Hydrocharitaceae,porodica Hydrocharitaceae,Hydrocharidaceae,porodica Hydrocharidaceae",jednostavan slatkovodni biljka skoro bez stabljika ; široko rasprostraniti . ,0.00011241654,0.00026018516
9938,ENG30-12613408-n,"žabogriz,vodarka,Hydrocharis morsus-ranae",evropski plutajući biljka sa okrugao srcolik list i beo cvet . ,3.080458e-06,1.0488299e-06
9939,ENG30-12693590-n,"Callitrichaceae,porodica Callitrichaceae",Dikotiledonske voden biljka . ,0.029127441,0.011191237
9940,ENG30-12693734-n,"Callitriche,rod Callitriche",vodnica ,0.24821329,0.2566244
9941,ENG30-02860389-a,"grudni,toraksni,prsni,pektoralni",koji se odnositi na grudni koš ili toraks . ,0.00042525592,0.0009603621
9942,ENG30-01501160-n,volina,Velka jestiv raž sa dugačak njuška i debeo repa čji jesam grudni peraja spojiti sa glava ; plivati lelujanje ivica grudni peraja . ,1.1013213e-05,1.4750388e-05
9943,ENG30-01901783-v,"landarati,vijoriti se,lelujati se",kretati se ( kao zavesiti ) ,0.009089405,0.0056981132
9944,ENG30-11701903-n,"Ceratophyllaceae,porodica Ceratophyllaceae",poklapati se sa rod Ceratophyllum : voščika ( rastavić ) ,5.325053e-05,2.8765391e-05
9945,ENG30-11702081-n,"Ceratophyllum,rod Ceratophyllum",Čina porodica Ceratophyllaceae : vošćika . ,0.01722851,0.0070579806
9946,ENG30-02382204-n,"raga,kljuse,kurada","star , izrađen konj . ",0.024799766,0.014526552
9947,ENG30-02382437-n,poni,rasa mali nežan konj koji obično nizak od pet stopa . ,8.222885e-06,5.2238283e-06
9948,ENG30-02380335-n,poni,konj sa zapad SAD-a . ,0.0039458764,0.004233858
9949,ENG30-12098524-n,"vranemil,vranjemil,Plumbago europaea",biljka sa olovnoplavim cvet . ,0.0029688317,0.0015520811
9950,ENG30-01524359-n,vrapčarka,mali ptica koji živa blizu zemlja ; na nnogama imati četiri prst koji jesam tako namestiti da dozvoljavati hvatanje za prečka ; mlad jesam bespomoćan . ,1.5450905e-05,8.341378e-05
9951,ENG30-12342043-n,"Epilobium,rod Epilobium","velik rasprostraniti rod biljka i žbunje , posebno severni Amerika i Arktičkih područje . ",2.5464851e-06,4.6596932e-07
9952,ENG30-12342299-n,vrbolika,biljka iz rod Epilobium sa ružičast ili žut cvet i seme sa svilenkast dlačica . ,1.8120763e-06,1.2235156e-06
9953,SRP-895222521,"vretica,Mustela furo",pitom beo tvor . ,0.069781885,0.057082828
9954,ENG30-12226932-n,"vres,vresak,vriština",nizak zimzelen grm familija Ericaceae ; imati mali ružičast ili ljubičast cvet u oblik zvonce . ,2.3035664e-06,1.2146477e-06
9955,SRP-17496771,vučica,Ženka vuk ,0.124586135,0.10388066
9956,ENG30-01322508-n,vučić,Mladunče vuk . ,0.11241885,0.13471362
9957,ENG30-01575577-n,"Oriolidae,porodica Oriolidae",vuga ,0.2549877,0.24515459
9958,ENG30-01575941-n,"Oriolus,rod Oriolus",tipski rod porodica Oriolidae . ,0.00047027622,8.776301e-05
9959,ENG30-01525720-n,vrapčarka pevica,Vrapčarka koji imati aparat za pevanje . ,0.0051222853,0.0015922824
9960,ENG30-01575745-n,vuga,"vrsta ptica selica čiji mužjak imati žut perje , sem krilo i repa koji jesam crn . ",7.918587e-06,9.3883784e-07
9961,ENG30-12570126-n,"Sophora,rod Sophora",rod drveće i žbunje koji imati lišće sa neparan broj pero i upadljiv cvet ; neki vrsta se smeštati u rod Podalyria . ,9.34795e-07,1.950719e-07
9962,ENG30-12570394-n,"sofora,Sophora japonica,Sophora sinensis",lepo zimzelen drvo sa složen tamnozelen list i mirisan beo cvet ; iz Kina i Japan . ,1.2595575e-06,7.3540326e-07
9963,ENG30-02484813-n,"Cercopithecus,rod Cercopithecus",tipski rod porodica Cercopithecidae : zamorac zelen ,1.9993968e-05,4.7059216e-06
9964,ENG30-02484975-n,zamorac,"mali tanak afrički majmun , imati dugačak zadnji ud i dug kosa oko lice . ",3.483627e-06,5.793881e-07
9965,ENG30-02485688-n,"zamorac zeleni,Cercopithecus aethiops sabaeus",majmun iz savana sa zelenkastosiv leđa i žut repa . ,1.1884535e-05,8.717966e-06
9966,ENG30-12943443-n,milogled,biljka iz rod Sanicula koji imati palmasto lišće i jednopolan cveće u ? ; smtra se da imati iscelitexske moć . ,1.8247238e-05,2.500457e-06
9967,ENG30-12944095-n,"milogled,Sanicula Europaea",? sanicle Evropa i Azija koji imati beo ili bled ružičast cvet . ,3.9343988e-05,9.957786e-06
9968,ENG30-12346578-n,zdravić,neki od više ukrasni žbun sa sjajan uglavnom zimzelen lišće i kitica sitan cvet u oblik zvonce . ,1.1417799e-06,5.1645026e-07
9969,SRP-684468689,zečica,Ženka zec ,0.13068394,0.09130043
9970,ENG30-02326763-n,zečić,Mladunče zec ,0.11924213,0.11684966
9971,ENG30-12421683-n,"žuti narcis,zelenkada,Narcissus pseudonarcissus",neki od mnogi varijetet biljka Narcissus koji imati lep žut cvet sa središnji krunica u oblik drube . ,4.4134194e-06,9.970876e-07
9972,ENG30-12877041-n,"Antirrhinum,rod Antirrhinum",rod biljka iz porodica Scrophulariaceae sa nepravilan cvet svetao boja . ,7.43961e-07,3.8308306e-07
9973,ENG30-12877244-n,zevalica,"Baštenska biljka iz rod Antirrhinum sa upadljiv cvet beo , žut ili grimizan boja koji podsećati na lice zmaj ( ili na razjapljen čeljust ) . ",1.59941e-06,1.6288137e-06
9974,ENG30-00381097-a,"crven,grimizan","koji imati boja koji podsećati na boja krv , trešnja , paradajz ili rubina . ",2.5650445e-05,1.6332579e-05
9975,SRP-627466830,"zlatar,Alcedo ispida",,0.24959859,0.3394103
9976,ENG30-12015840-n,"Solidago,rod Solidago",zlatnica ,0.21743178,0.27708173
9977,ENG30-12015959-n,zlatnica,biljka iz rod Solidago koji cvetati uglavnom u leto i jesen . ,3.1850223e-06,1.8850462e-06
9978,ENG30-11773987-n,"leander,oleander,lijander,zloljesina,Nerium oleander","ukrasni ali otrovan žbun koji imati usko zimzelen lišće i grupa mirisan beo , ružičast ili crven cvet ; poreklo iz istočni Indija ali se gajiti svuda u toplim kraj . ",6.255573e-07,4.2564332e-07
9979,ENG30-02212062-n,"osa,zolja",Društveni ili samostalan opnokrilac koji obično imati tanko telo sa abdomen koji jesam prikačiti uzak batrljicom uočljiv otrovan žokom . ,5.261756e-05,0.00021714604
9980,ENG30-12115563-n,"Čnodon,rod Čnodon",Korovska višegodišnji trava puzačica iz južne Afrika . ,1.1437639e-05,1.1667074e-05
9981,ENG30-12115748-n,"zubača,Čnodon dactylon",Puzačica poreklo iz Evropa a sada raširiti po toplim predeo ; koristiti se za eja i pašnjak . ,5.9147114e-06,1.5351998e-06
9982,ENG30-01755274-n,"Crotalus,rod Crotalus",Velika čegrtuše ; retko ujedati osim kada se prepasti ili loviti plen . ,0.00063316047,0.0010226135
9983,ENG30-01753959-n,?pit viper,New World vipers with hollow fangs and a heat-sensitive pit on each sida of the head ,0.0004343736,0.0008887859
9984,ENG30-01754876-n,čegrtuša,zmija otrovnica sa koštan segment na repa koji zvečati kada se protresti . ,1.498627e-05,2.9447981e-05
9985,ENG30-01755740-n,"zvečarka,Crotalus horridus horridus",zmija otrovnica sa rožnim prsten na raja repa koji zvečati pri kretanje . ,1.0406928e-05,2.1490952e-05
9986,SRP-200365343,"zvečka,Colutea orientalis",biljka iz porodica lepirnjača ,0.00053913787,0.00026188433
9987,ENG30-01324431-n,"mesožder,mesojed",Životinja koji se hrai meso . ,0.001610016,0.007574075
9988,ENG30-02075296-n,"zver,zvere,zverka",suvozemni ili voden sisar koji jesti meso ; suvozemni mesožder imati četiri ili pet prst sa kandža na svaki ud . ,2.4709673e-06,3.4992077e-06
9989,SRP-1132945762,žabac,Mužjak žaba . ,0.14073713,0.08875158
9990,ENG30-11851395-n,"Opuntia,rod Opuntia",velik rod kaktus poreklo iz Amerika : bodljikav kruška . ,3.4963482e-06,2.7746944e-06
9991,ENG30-11851578-n,žabica,kaktus čiji plod jesam nakd jestiv . ,0.0019277805,0.00082502904
9992,ENG30-11720643-n,"žabljak,Ranunculus acris",Višegodišnji evropski ljutić sa žut cvet . ,3.144002e-05,3.4384342e-05
9993,ENG30-12693865-n,"vodnica,žabovlatka,žabovlasica,žabovlaska",voden biljka koji imati rozeta lišće u oblku zvezda . ,3.432082e-05,8.666066e-06
9994,ENG30-02027730-n,"Tringa,rod Tringa",rod porodica Scolopacidae . ,0.0034542102,0.0011523277
9995,ENG30-02028175-n,žalar,priobalan ptica sa žut noga ; sličan šljuka . ,2.1458953e-05,1.4060803e-05
9996,SRP-1630368785,"žalar krivokljuni,Tringa subarcuata",,0.24959859,0.3394103
9997,SRP-1460957713,ždralović,Ptić ždrati . ,0.22127089,0.25122678
9998,ENG30-02014941-n,liska,neki od brojni širok rasprostranjen mali ptica gacalica iz porodica Rallidae koji imati kratak krilo i vrlo dugačak prst na noga za trčanje po mek blato . ,1.0802706e-06,2.683549e-07
9999,ENG30-02018027-n,liska,"ptica močvarica crn perje , sa beo pega na čela , ličiti na patak . ",2.4364033e-06,2.3089235e-06
10000,ENG30-12529500-n,"orlovac,hrlina,ždraljevina,ždraljika,Galega officinalis","visok višegodišnji evropsa šikara , gajiti se zbog lišće i tanak klasje plav cvet ; ponekad se koristiti u medicina . ",2.7326612e-06,6.886348e-07
10001,ENG30-02376679-n,ždrebica,"mlad kobila , ženski ždrebe . ",0.016316302,0.0114262905
10002,ENG30-02376791-n,ždrebac,Neuškopljen konj . ,0.11710412,0.11141568
10003,ENG30-02012849-n,"ždral,žerav","velik ptica gacalica dug vrata , nastanjivati močvara i ravnica . ",0.0001416273,4.251734e-05
10004,SRP-1944963821,"žestika,žešlja,Acer tataricum",,0.24959859,0.3394103
10005,ENG30-12426248-n,"ljiljan,žilj",neki od biljka iz rod Lilium koji imati lep viseći cvet . ,9.201131e-06,1.2410447e-06
10006,ENG30-02438897-n,"Giraffa,rod Giraffa",tipski rod porodica Giraffidae . ,0.00047025192,7.475516e-05
10007,ENG30-02439033-n,"žirafa,Giraffa camelopardalis","Najviši živ četvoronožac ; imati šaren dlaka , mali rog i veoma dugačak vrat i noga ; živiti u savana Afrika . ",2.6981052e-06,4.2064016e-07
10008,ENG30-01789740-n,živače,Domaća ? gallinaceous Bird ; smatrati se da poticati od ? ,0.00053673406,0.0003120695
10009,ENG30-02153203-n,lovna ptica,"biti koji ptica , kao fazan , koji se loviti iz sport . ",3.881325e-06,8.081053e-06
10010,ENG30-02233096-n,"Blattodea,podred Blattodea,Blattaria,podred Blattaria",buba-švabe ; u neki klasifikacija smatrati se zaseban red . ,4.6820183e-05,5.3848627e-05
10011,ENG30-02233577-n,"Blattidae,porodica Blattidae",Domaće buba-švabe . ,0.21976292,0.15899074
10012,ENG30-02233767-n,"Blatta,rod Blatta",tipski rod porodica Blattidae : buba-švabe koji zagađivati zgrada širom svet . ,2.8434426e-06,1.2026513e-06
10013,ENG30-02232951-n,?dictyopterous insekti,Žohari i ? ,0.19134314,0.14861174
10014,ENG30-12733870-n,"jasika,žuborika,trepetljika,Populus tremula",Jasika iz star svet sa širok razgranat kruna . ,1.4208692e-05,6.0469292e-06
10015,ENG30-11953339-n,"lisnata cikorija,endivija,žućanica,Cichorium endivia",zeljast biljka koji se cena kao salata ; imati uvijeno nazubljen lišće ili široko pljosnat koji jesam obično izbeliti . ,2.3778062e-05,1.9474266e-05
10016,ENG30-12520661-n,"Čtisus,rod Čtisus",velik rod tvrd i bodljikav zimzelen i listopadan žbun : žućica ,8.766772e-06,1.7702976e-06
10017,ENG30-12521394-n,"žućica,Čtisus scoparius",listopadan uspravan žbun ,0.03948094,0.035581432
10018,SRP-2087607237,žućko,pas žut dlaka ( obično mešanac ) . ,0.0014910051,0.0008422719
10019,SRP-381330670,"žuna,Picus martius",ptica sličan detlić . ,0.02613704,0.016386978
10020,ENG30-01838961-n,"Picus,rod Picus",tipski rod porodica Picidae . ,0.00033618486,8.305727e-05
10021,ENG30-02016198-n,"Gallinula,rod Gallinula",liska ,0.23491864,0.22268686
10022,ENG30-11953038-n,"radič,žutenica,Cichorium intybus foliosum",Godišnja zeljast biljka iz star svet koji imza zrakast gladac cvet ; gajiti se zbog koren i glava od sočan jestiv lišće koji se koristiti za salata . ,9.274956e-07,1.4264168e-07
10023,ENG30-11697158-n,"Berberidaceae,porodica Berberidaceae",Žbunje ili trava . ,0.08293493,0.09218284
10024,ENG30-11697388-n,"Berberis,rod Berberis",velik rod žbinja umeren područje . ,0.00042701646,6.9848575e-05
10025,ENG30-11697560-n,"žutika,česmina",biljka iz rod Berberis koji imati bodljikav stabljika i žut cveće iza koji dolaziti crven bobica . ,2.524697e-06,5.14901e-07
10026,ENG30-11698042-n,"žutika,Berberis vulgaris",,0.24959859,0.3394103
10027,ENG30-12530208-n,"Genista,rod Genista",uglavnom listopadan žbunje i mali drveće iz Mediteran i zapadni Azija . ,1.3476015e-06,9.992244e-07
10028,ENG30-12530818-n,"žutilica,Genista tinctoria",mali evropski žbun koji imati grozdov žut cvet od koji se dobijati boja . ,2.3337361e-06,4.3011008e-07
10029,ENG30-01528396-n,pliska,ptica sa dug repa koji poskakivati dok hodati . ,2.6875226e-05,9.303709e-05
10030,SRP-663274156,"žutulja,Motacilla boarula",,0.24959859,0.3394103
10031,ENG30-11989869-n,"ivančica,revan,volovsko oko,žutulja,Leucanthemum vulgare,Chrysanthemum leucanthemum",visok višegodišnji biljka sa lisnat stabljika i beo cvet ; široko rasporstranjena . ,8.599686e-06,1.8824741e-06
10032,ENG30-07643306-n,voćni žele,ukuvan voće napraviti od želiranog voćni sok . ,0.00026898694,2.767813e-05
10033,ENG30-13055577-n,"Boletus edulis,vrganj",jestiv i vredan gljiva ; imati ispupčen klobuk koji jesam pomalo lepljiv kad jesam svež i vlažan ala ubrzo se sušiti i debeo ispupčen drška . ,6.965072e-05,2.9047444e-05
10034,ENG30-07752377-n,suvo voće,Voće koji jesam konzervisan sušenje . ,0.034690816,0.040349755
10035,ENG30-07896287-n,desertno vino,Nepenušavo sladak vino koji se obično služiti sa kolačim aili posle jela . ,4.354765e-06,5.0235994e-06
10036,ENG30-07898745-n,stono vino,Vina koji ne sadržati više od @card@ procent alkohol i koji se obično služiti uz jela . ,1.2029774e-06,7.0152214e-07
10037,ENG30-07899108-n,vermut,beo vino koji jesam dodati aromatičan trava ; piti se kao aperitiv ili se koristiti za mešan pića . ,1.44065225e-05,4.4893823e-06
10038,ENG30-12086362-n,rod Vanilla,Ve4liki rod tropski orhideja penjačica . ,0.00028473866,0.00010884856
10039,ENG30-12086539-n,vanila,biljka penjačica iz rod Vanilaima mesnat lišće i velik voštan vrlo mirisan cvet . ,1.4106953e-06,9.4702744e-07
10040,ENG30-12086778-n,"vanilla orchid,Vanilla planifolia","orhideja penjačica koji s ne geaji kao ukrasni biljka , rađati plod nalik mahuna . ",7.148028e-06,1.0817296e-05
10041,ENG30-07828642-n,šipka vanile,Dugačak plod nalik na mahuna ; seme se koristiti kao začin . ,1.0941532e-05,2.718118e-06
10042,ENG30-07765073-n,"datulja,datula,urma",slatko jestiv voxće sa jednom dugačak drvenast semenka . ,3.515245e-05,3.4999568e-05
10043,ENG30-12501202-n,"tamarind,indijska urma,Tamarindus indica",Dugovečno tropski zimzelen drvo sa raširen koršnjom i perast zimzelen lišće i mirisan cveće ; ime žćkasto tvrd drvo ; rađati izdužen jestiv plod čokoladni boja sa kiseo meso . ,4.4264848e-07,1.3851611e-07
10044,ENG30-07746186-n,japanska jabuka,"Naranđasti plod , nalik šljiva ; jestiv tek kad jesam potpuno zreti . ",0.00022999343,7.336729e-05
